板块,A股代码,A股简称,A股上市日期,A股总股本,A股流通股本,所属行业
创业板,300716,泉为科技,2017-11-09,"160,020,000","160,020,000",C 制造业
创业板,300717,华信新材,2017-11-06,"102,775,000","101,853,400",C 制造业
创业板,300718,长盛轴承,2017-11-06,"298,010,549","189,804,697",C 制造业
创业板,300719,安达维尔,2017-11-09,"255,225,750","180,021,757",C 制造业
创业板,300720,海川智能,2017-11-06,"194,877,256","173,302,051",C 制造业
创业板,300721,怡达股份,2017-11-15,"164,846,739","137,160,880",C 制造业
创业板,300722,新余国科,2017-11-10,"192,192,000","192,192,000",C 制造业
创业板,300723,一品红,2017-11-16,"430,303,422","398,957,723",C 制造业
创业板,300724,捷佳伟创,2018-08-10,"348,199,616","273,431,192",C 制造业
创业板,300725,药石科技,2017-11-10,"199,664,464","168,445,000",C 制造业
创业板,300726,宏达电子,2017-11-21,"411,839,845","213,572,173",C 制造业
创业板,300727,润禾材料,2017-11-27,"127,519,089","113,848,621",C 制造业
创业板,300729,乐歌股份,2017-12-01,"311,285,913","296,154,051",C 制造业
创业板,300730,科创信息,2017-12-05,"240,516,447","195,307,227",I 信息技术
创业板,300731,科创新源,2017-12-08,"126,431,804","120,150,989",C 制造业
创业板,300732,设研院,2017-12-12,"324,314,755","322,455,877",M 科研服务
创业板,300733,西菱动力,2018-01-16,"190,174,615","122,840,305",C 制造业
创业板,300735,光弘科技,2017-12-29,"770,139,176","752,852,163",C 制造业
创业板,300736,百邦科技,2018-01-09,"130,065,904","128,681,358",O 居民服务
创业板,300737,科顺股份,2018-01-25,"1,177,286,563","897,826,319",C 制造业
创业板,300738,奥飞数据,2018-01-19,"953,563,530","821,303,545",I 信息技术
创业板,300739,明阳电路,2018-02-01,"298,769,726","291,385,601",C 制造业
创业板,300740,水羊股份,2018-02-08,"389,451,396","356,613,784",C 制造业
创业板,300741,华宝股份,2018-03-01,"615,880,000","615,877,150",C 制造业
创业板,300742,*ST越博,2018-05-08,"141,297,426","106,459,149",C 制造业
创业板,300743,天地数码,2018-04-27,"138,477,808","97,521,902",C 制造业
创业板,300745,欣锐科技,2018-05-23,"126,967,368","100,663,629",C 制造业
创业板,300746,汉嘉设计,2018-05-25,"225,738,328","221,884,219",M 科研服务
创业板,300747,锐科激光,2018-06-25,"566,619,755","509,274,392",C 制造业
创业板,300748,金力永磁,2018-09-21,"713,635,798","706,717,405",C 制造业
创业板,300749,顶固集创,2018-09-25,"206,355,550","155,720,850",C 制造业
创业板,300750,宁德时代,2018-06-11,"4,396,292,935","3,882,944,634",C 制造业
创业板,300751,迈为股份,2018-11-09,"278,493,756","190,319,078",C 制造业
创业板,300752,隆利科技,2018-11-30,"227,599,450","132,927,931",C 制造业
创业板,300753,爱朋医疗,2018-12-13,"126,048,000","80,994,937",C 制造业
创业板,300755,华致酒行,2019-01-29,"416,798,400","416,479,635",F 批发零售
创业板,300756,金马游乐,2018-12-28,"141,609,804","99,215,630",C 制造业
创业板,300757,罗博特科,2019-01-08,"110,530,936","104,000,000",C 制造业
创业板,300758,七彩化学,2019-02-22,"410,237,370","315,773,457",C 制造业
创业板,300759,康龙化成,2019-01-28,"990,199,804","947,290,054",M 科研服务
创业板,300760,迈瑞医疗,2018-10-16,"1,212,441,394","1,212,440,419",C 制造业
创业板,300761,立华股份,2019-02-18,"827,644,501","603,735,480",A 农林牧渔
创业板,300762,上海瀚讯,2019-03-14,"628,635,340","627,965,772",C 制造业
创业板,300763,锦浪科技,2019-03-19,"396,688,445","301,763,966",C 制造业
创业板,300765,新诺威,2019-03-22,"1,170,742,154","982,785,285",C 制造业
创业板,300766,每日互动,2019-03-25,"400,100,000","363,609,806",I 信息技术
创业板,300767,震安科技,2019-03-29,"247,228,456","209,348,795",C 制造业
创业板,300768,迪普科技,2019-04-12,"643,829,039","375,521,633",I 信息技术
创业板,300769,德方纳米,2019-04-15,"279,242,297","248,460,973",C 制造业
创业板,300770,新媒股份,2019-04-19,"231,058,146","231,058,146",I 信息技术
创业板,300771,智莱科技,2019-04-22,"240,000,000","181,199,138",C 制造业
创业板,300772,运达股份,2019-04-26,"702,078,355","687,909,744",C 制造业
创业板,300773,拉卡拉,2019-04-25,"800,020,000","757,690,413",I 信息技术
创业板,300774,倍杰特,2021-08-04,"408,763,660","123,648,105",N 公共环保
创业板,300775,三角防务,2019-05-21,"549,297,540","480,617,540",C 制造业
创业板,300776,帝尔激光,2019-05-17,"273,075,513","167,115,880",C 制造业
创业板,300777,中简科技,2019-05-16,"439,574,787","423,610,034",C 制造业
创业板,300778,新城市,2019-05-10,"167,072,939","166,246,696",M 科研服务
创业板,300779,惠城环保,2019-05-22,"108,156,625","95,361,438",C 制造业
创业板,300780,德恩精工,2019-05-31,"146,670,000","103,201,549",C 制造业
创业板,300781,因赛集团,2019-06-06,"109,969,792","81,104,185",L 商务服务
创业板,300782,卓胜微,2019-06-18,"533,802,594","422,276,328",C 制造业
创业板,300783,三只松鼠,2019-07-12,"401,000,000","280,796,000",F 批发零售
创业板,300785,值得买,2019-07-15,"132,570,162","75,875,316",I 信息技术
创业板,300786,国林科技,2019-07-23,"184,015,879","137,599,969",C 制造业
创业板,300787,海能实业,2019-08-15,"228,707,930","143,657,930",C 制造业
创业板,300788,中信出版,2019-07-05,"190,151,515","190,151,515",R 文化传播
创业板,300789,唐源电气,2019-08-28,"109,369,397","74,956,812",I 信息技术
创业板,300790,宇瞳光学,2019-09-20,"338,380,666","245,690,353",C 制造业
创业板,300791,仙乐健康,2019-09-25,"180,497,320","152,673,903",C 制造业
创业板,300792,壹网壹创,2019-09-27,"238,571,459","208,736,052",I 信息技术
创业板,300793,佳禾智能,2019-10-18,"338,388,800","329,910,800",C 制造业
创业板,300795,米奥会展,2019-10-22,"151,528,849","86,514,541",L 商务服务
创业板,300796,贝斯美,2019-11-15,"361,142,872","360,418,057",C 制造业
创业板,300797,钢研纳克,2019-11-01,"255,610,000","248,200,000",M 科研服务
创业板,300798,锦鸡股份,2019-11-22,"417,750,916","317,993,488",C 制造业
创业板,300799,*ST左江,2019-10-29,"102,060,000","67,575,000",I 信息技术
创业板,300800,力合科技,2019-11-06,"238,400,000","165,132,950",C 制造业
创业板,300801,泰和科技,2019-11-28,"217,410,000","135,176,535",C 制造业
创业板,300802,矩子科技,2019-11-14,"259,923,971","190,366,613",C 制造业
创业板,300803,指南针,2019-11-18,"406,994,799","402,218,060",J 金融业
创业板,300805,电声股份,2019-11-21,"423,230,000","287,139,200",L 商务服务
创业板,300806,斯迪克,2019-11-25,"453,618,762","240,360,765",C 制造业
创业板,300807,天迈科技,2019-12-19,"67,851,000","48,659,434",C 制造业
创业板,300808,久量股份,2019-11-29,"160,000,000","86,932,584",C 制造业
创业板,300809,华辰装备,2019-12-04,"252,176,000","118,265,450",C 制造业
创业板,300810,中科海讯,2019-12-06,"118,050,000","114,004,475",I 信息技术
创业板,300811,铂科新材,2019-12-30,"198,789,105","156,215,466",C 制造业
创业板,300812,易天股份,2020-01-09,"139,821,029","89,286,474",C 制造业
创业板,300813,泰林生物,2020-01-14,"108,678,835","58,799,239",C 制造业
创业板,300814,中富电路,2021-08-12,"175,796,000","50,796,000",C 制造业
创业板,300815,玉禾田,2020-01-23,"398,592,000","387,792,000",N 公共环保
创业板,300816,艾可蓝,2020-02-10,"80,173,000","47,486,203",N 公共环保
创业板,300817,双飞股份,2020-02-18,"174,638,592","99,366,912",C 制造业
创业板,300818,耐普矿机,2020-02-12,"105,009,582","62,122,333",C 制造业
创业板,300819,聚杰微纤,2020-03-12,"149,205,000","134,762,250",C 制造业
创业板,300820,英杰电气,2020-02-13,"143,705,250","69,890,197",C 制造业
创业板,300821,东岳硅材,2020-03-12,"1,200,000,000","1,200,000,000",C 制造业
创业板,300822,贝仕达克,2020-03-13,"240,007,500","222,329,870",C 制造业
创业板,300823,建科机械,2020-03-19,"93,559,091","54,741,191",C 制造业
创业板,300824,北鼎股份,2020-06-19,"326,341,682","145,306,307",C 制造业
创业板,300825,阿尔特,2020-03-27,"497,434,856","471,882,378",M 科研服务
创业板,300826,测绘股份,2020-04-03,"145,600,000","138,984,202",M 科研服务
创业板,300827,上能电气,2020-04-10,"355,948,624","258,563,747",C 制造业
创业板,300828,锐新科技,2020-04-21,"165,900,000","122,559,553",C 制造业
创业板,300829,金丹科技,2020-04-22,"180,654,547","116,896,191",C 制造业
创业板,300830,金现代,2020-05-06,"430,125,000","310,284,375",I 信息技术
创业板,300831,派瑞股份,2020-05-07,"320,000,000","182,754,867",C 制造业
创业板,300832,新产业,2020-05-12,"785,718,785","698,397,562",C 制造业
创业板,300833,浩洋股份,2020-05-20,"84,327,000","53,536,313",C 制造业
创业板,300834,星辉环材,2022-01-13,"193,712,353","61,406,907",C 制造业
创业板,300835,龙磁科技,2020-05-25,"120,139,000","82,464,025",C 制造业
创业板,300836,佰奥智能,2020-05-28,"64,032,436","42,676,854",C 制造业
创业板,300837,浙矿股份,2020-06-05,"100,000,000","70,581,250",C 制造业
创业板,300838,浙江力诺,2020-06-08,"136,340,000","100,833,500",C 制造业
创业板,300839,博汇股份,2020-06-30,"245,460,379","110,844,213",C 制造业
创业板,300840,酷特智能,2020-07-08,"240,000,000","154,313,513",C 制造业
创业板,300841,康华生物,2020-06-16,"134,650,449","117,953,361",C 制造业
创业板,300842,帝科股份,2020-06-18,"100,250,000","69,761,174",C 制造业
创业板,300843,胜蓝股份,2020-07-02,"149,596,212","48,279,962",C 制造业
创业板,300844,山水比德,2021-08-13,"64,640,000","16,760,000",M 科研服务
创业板,300845,捷安高科,2020-07-03,"110,827,200","65,962,209",I 信息技术
创业板,300846,首都在线,2020-07-01,"466,822,836","326,174,668",I 信息技术
创业板,300847,中船汉光,2020-07-09,"296,010,000","151,026,388",C 制造业
创业板,300848,美瑞新材,2020-07-20,"300,015,000","105,385,500",C 制造业
创业板,300849,锦盛新材,2020-07-10,"150,000,000","97,332,363",C 制造业
创业板,300850,新强联,2020-07-13,"329,709,060","199,057,261",C 制造业
创业板,300851,交大思诺,2020-07-17,"86,933,400","34,689,328",I 信息技术
创业板,300852,四会富仕,2020-07-13,"101,930,760","35,595,419",C 制造业
创业板,300853,申昊科技,2020-07-24,"146,940,710","93,110,990",C 制造业
创业板,300854,中兰环保,2021-09-16,"99,094,000","45,874,875",N 公共环保
创业板,300855,图南股份,2020-07-23,"395,079,750","220,869,189",C 制造业
创业板,300856,科思股份,2020-07-22,"169,320,000","58,980,000",C 制造业
创业板,300857,协创数据,2020-07-27,"243,801,046","141,738,782",C 制造业
创业板,300858,科拓生物,2020-07-27,"175,663,412","53,871,132",C 制造业
创业板,300859,*ST西域,2020-08-06,"155,000,000","95,712,500",N 公共环保
创业板,300860,锋尚文化,2020-08-24,"137,331,308","41,940,704",R 文化传播
创业板,300861,美畅股份,2020-08-24,"480,012,000","219,909,868",C 制造业
创业板,300862,蓝盾光电,2020-08-24,"131,869,930","85,864,658",C 制造业
创业板,300863,卡倍亿,2020-08-24,"88,715,649","33,212,087",C 制造业
创业板,300864,南大环境,2020-08-24,"155,040,000","38,760,000",N 公共环保
创业板,300865,大宏立,2020-08-24,"95,680,000","27,551,815",C 制造业
创业板,300866,安克创新,2020-08-24,"406,427,207","151,795,045",C 制造业
创业板,300867,圣元环保,2020-08-24,"271,741,053","153,234,960",N 公共环保
创业板,300868,杰美特,2020-08-24,"128,000,000","58,638,672",C 制造业
创业板,300869,康泰医学,2020-08-24,"401,799,811","152,230,039",C 制造业
创业板,300870,欧陆通,2020-08-24,"101,752,000","39,096,723",C 制造业
创业板,300871,回盛生物,2020-08-24,"165,887,155","82,964,095",C 制造业
创业板,300872,天阳科技,2020-08-24,"404,427,654","256,271,683",I 信息技术
创业板,300873,海晨股份,2020-08-24,"230,601,779","107,493,654",G 运输仓储
创业板,300875,捷强装备,2020-08-24,"99,834,751","45,207,321",C 制造业
创业板,300876,蒙泰高新,2020-08-24,"96,000,079","28,245,079",C 制造业
创业板,300877,金春股份,2020-08-24,"120,000,000","56,798,950",C 制造业
创业板,300878,维康药业,2020-08-24,"144,790,322","39,937,033",C 制造业
创业板,300879,大叶股份,2020-09-01,"160,000,000","55,000,000",C 制造业
创业板,300880,迦南智能,2020-09-01,"193,196,160","85,138,560",C 制造业
创业板,300881,盛德鑫泰,2020-09-01,"110,000,000","29,150,000",C 制造业
创业板,300882,万胜智能,2020-09-10,"204,429,420","57,606,445",C 制造业
创业板,300883,龙利得,2020-09-10,"346,000,000","236,665,850",C 制造业
创业板,300884,狄耐克,2020-11-12,"252,000,000","141,332,143",C 制造业
创业板,300885,海昌新材,2020-09-10,"250,800,000","90,915,000",C 制造业
创业板,300886,华业香料,2020-09-16,"74,555,000","33,144,150",C 制造业
创业板,300887,谱尼测试,2020-09-16,"287,436,495","102,417,264",M 科研服务
创业板,300888,稳健医疗,2020-09-17,"594,387,367","187,693,915",C 制造业
创业板,300889,爱克股份,2020-09-16,"156,000,000","88,885,875",C 制造业
创业板,300890,翔丰华,2020-09-17,"107,839,341","85,628,858",C 制造业
创业板,300891,惠云钛业,2020-09-17,"400,001,033","230,721,033",C 制造业
创业板,300892,品渥食品,2020-09-24,"100,000,000","31,648,750",F 批发零售
创业板,300893,松原股份,2020-09-24,"225,000,000","56,250,000",C 制造业
创业板,300894,火星人,2020-12-31,"408,769,540","140,393,490",C 制造业
创业板,300895,铜牛信息,2020-09-24,"140,800,657","67,038,620",I 信息技术
创业板,300896,爱美客,2020-09-28,"216,360,000","91,307,139",C 制造业
创业板,300897,山科智能,2020-09-28,"68,000,000","29,547,277",C 制造业
创业板,300898,熊猫乳品,2020-10-16,"125,165,000","53,181,926",C 制造业
创业板,300899,上海凯鑫,2020-10-16,"63,783,466","31,817,702",N 公共环保
创业板,300900,广联航空,2020-10-29,"211,757,100","131,865,850",C 制造业
创业板,300901,中胤时尚,2020-10-29,"240,000,000","121,668,000",M 科研服务
创业板,300902,国安达,2020-10-29,"130,910,176","54,711,375",C 制造业
创业板,300903,科翔股份,2020-11-05,"414,694,422","275,282,270",C 制造业
创业板,300905,宝丽迪,2020-11-05,"161,073,527","47,855,344",C 制造业
创业板,300906,日月明,2020-11-05,"80,000,000","32,230,251",C 制造业
创业板,300907,康平科技,2020-11-18,"96,000,000","36,958,875",C 制造业
创业板,300908,仲景食品,2020-11-23,"100,000,000","37,902,397",C 制造业
创业板,300909,汇创达,2020-11-18,"166,391,145","60,593,436",C 制造业
创业板,300910,瑞丰新材,2020-11-27,"288,228,061","175,342,936",C 制造业
创业板,300911,亿田智能,2020-12-03,"107,398,200","42,015,490",C 制造业
创业板,300912,凯龙高科,2020-12-07,"115,022,000","61,592,925",N 公共环保
创业板,300913,兆龙互连,2020-12-07,"183,750,000","45,937,500",C 制造业
创业板,300915,海融科技,2020-12-02,"90,000,000","24,826,500",C 制造业
创业板,300916,朗特智能,2020-12-02,"95,805,000","27,442,170",C 制造业
创业板,300917,特发服务,2020-12-21,"169,000,000","86,612,500",K 房地产
创业板,300918,南山智尚,2020-12-22,"360,000,000","108,425,850",C 制造业
创业板,300919,中伟股份,2020-12-23,"670,633,576","286,822,718",C 制造业
创业板,300920,润阳科技,2020-12-25,"100,000,000","49,824,367",C 制造业
创业板,300921,南凌科技,2020-12-22,"131,557,770","61,541,370",I 信息技术
创业板,300922,天秦装备,2020-12-25,"156,811,200","89,718,471",C 制造业
创业板,300923,研奥股份,2020-12-24,"78,600,000","34,826,000",C 制造业
创业板,300925,法本信息,2020-12-30,"374,789,264","200,238,120",I 信息技术
创业板,300926,博俊科技,2021-01-07,"278,829,540","70,260,120",C 制造业
创业板,300927,江天化学,2021-01-07,"144,360,000","86,681,824",C 制造业
创业板,300928,华安鑫创,2021-01-06,"80,000,000","44,049,952",M 科研服务
创业板,300929,华骐环保,2021-01-20,"132,132,956","95,400,300",N 公共环保
创业板,300930,屹通新材,2021-01-21,"100,000,000","29,500,000",C 制造业
创业板,300931,通用电梯,2021-01-21,"240,146,000","105,859,750",C 制造业
创业板,300932,三友联众,2021-01-22,"175,881,318","90,692,340",C 制造业
创业板,300933,中辰股份,2021-01-22,"458,508,166","234,758,166",C 制造业
创业板,300935,盈建科,2021-01-20,"79,430,680","39,870,464",I 信息技术
创业板,300936,中英科技,2021-01-26,"75,200,000","26,558,750",C 制造业
创业板,300937,药易购,2021-01-27,"95,666,682","41,202,232",F 批发零售
创业板,300938,信测标准,2021-01-27,"113,790,200","52,082,703",M 科研服务
创业板,300939,秋田微,2021-01-28,"120,000,000","65,892,000",C 制造业
创业板,300940,南极光,2021-02-03,"190,572,083","75,775,379",C 制造业
创业板,300941,创识科技,2021-02-09,"204,750,000","85,205,250",I 信息技术
创业板,300942,易瑞生物,2021-02-09,"400,860,000","109,207,424",C 制造业
创业板,300943,春晖智控,2021-02-10,"203,820,000","100,830,846",C 制造业
创业板,300945,曼卡龙,2021-02-10,"204,578,000","76,661,627",F 批发零售
创业板,300946,恒而达,2021-02-08,"120,006,000","34,146,000",C 制造业
创业板,300947,德必集团,2021-02-10,"153,603,596","95,293,756",L 商务服务
创业板,300948,冠中生态,2021-02-25,"140,010,000","69,660,000",N 公共环保
创业板,300949,奥雅股份,2021-02-26,"60,000,000","17,004,750",M 科研服务
创业板,300950,德固特,2021-03-03,"150,000,000","60,000,000",C 制造业
创业板,300951,博硕科技,2021-02-26,"120,672,000","57,000,000",C 制造业
创业板,300952,恒辉安防,2021-03-11,"144,927,653","44,852,653",C 制造业
创业板,300953,震裕科技,2021-03-18,"102,782,850","45,580,000",C 制造业
创业板,300955,嘉亨家化,2021-03-24,"100,800,000","44,861,788",C 制造业
创业板,300956,英力股份,2021-03-26,"132,000,792","57,004,774",C 制造业
创业板,300957,贝泰妮,2021-03-25,"423,600,000","217,393,711",C 制造业
创业板,300958,建工修复,2021-03-29,"142,656,479","76,969,327",N 公共环保
创业板,300959,线上线下,2021-03-22,"80,000,000","37,175,196",I 信息技术
创业板,300960,通业科技,2021-03-29,"102,385,812","25,600,000",C 制造业
创业板,300961,深水海纳,2021-03-30,"177,280,000","122,960,469",N 公共环保
创业板,300962,中金辐照,2021-04-09,"264,001,897","120,901,959",C 制造业
创业板,300963,中洲特材,2021-04-09,"234,000,000","104,029,088",C 制造业
创业板,300964,本川智能,2021-08-05,"77,298,284","32,909,034",C 制造业
创业板,300965,恒宇信通,2021-04-02,"60,000,000","16,428,750",C 制造业
创业板,300966,共同药业,2021-04-09,"115,277,410","59,086,435",C 制造业
创业板,300967,晓鸣股份,2021-04-13,"190,211,500","104,553,736",A 农林牧渔
创业板,300968,格林精密,2021-04-15,"413,380,000","173,125,748",C 制造业
创业板,300969,恒帅股份,2021-04-12,"80,000,000","20,000,000",C 制造业
创业板,300970,华绿生物,2021-04-12,"116,700,000","68,339,496",A 农林牧渔
创业板,300971,博亚精工,2021-04-15,"84,000,000","54,654,125",C 制造业
创业板,300972,万辰生物,2021-04-19,"153,500,000","74,816,000",A 农林牧渔
创业板,300973,立高食品,2021-04-15,"169,340,000","71,046,350",C 制造业
创业板,300975,商络电子,2021-04-21,"630,004,137","323,698,137",F 批发零售
创业板,300976,达瑞电子,2021-04-19,"94,451,400","37,250,714",C 制造业
创业板,300977,深圳瑞捷,2021-04-20,"153,314,556","38,380,939",M 科研服务
创业板,300978,东箭科技,2021-04-26,"422,702,739","131,876,245",C 制造业
创业板,300979,华利集团,2021-04-26,"1,167,000,000","146,077,350",C 制造业
创业板,300980,祥源新材,2021-04-21,"108,333,234","51,012,084",C 制造业
创业板,300981,中红医疗,2021-04-27,"390,007,800","122,848,050",C 制造业
创业板,300982,苏文电能,2021-04-27,"171,471,695","35,515,807",E 建筑业
创业板,300983,尤安设计,2021-04-20,"128,000,000","32,000,000",M 科研服务
创业板,300984,金沃股份,2021-06-18,"76,800,290","29,722,082",C 制造业
创业板,300985,致远新能,2021-04-29,"133,333,400","36,333,400",C 制造业
创业板,300986,志特新材,2021-04-30,"163,893,333","70,003,777",C 制造业
创业板,300987,川网传媒,2021-05-11,"173,368,000","95,368,000",I 信息技术
创业板,300988,津荣天宇,2021-05-12,"140,297,357","50,435,640",C 制造业
创业板,300989,蕾奥规划,2021-05-07,"162,891,000","40,500,000",M 科研服务
创业板,300990,同飞股份,2021-05-12,"168,480,000","42,120,000",C 制造业
创业板,300991,创益通,2021-05-20,"144,000,000","65,376,000",C 制造业
创业板,300992,泰福泵业,2021-05-25,"90,800,104","43,547,729",C 制造业
创业板,300993,玉马遮阳,2021-05-24,"308,131,200","99,461,700",C 制造业
创业板,300994,久祺股份,2021-08-12,"233,088,000","77,856,000",C 制造业
创业板,300995,奇德新材,2021-05-26,"84,160,000","29,110,000",C 制造业
创业板,300996,普联软件,2021-06-03,"201,284,599","119,414,656",I 信息技术
创业板,300997,欢乐家,2021-06-02,"450,000,000","90,000,000",C 制造业
创业板,300998,宁波方正,2021-06-02,"137,169,230","34,998,144",C 制造业
创业板,300999,金龙鱼,2020-10-15,"5,421,591,536","542,647,097",C 制造业
创业板,301000,肇民科技,2021-05-28,"96,000,300","38,400,300",C 制造业
创业板,301001,凯淳股份,2021-05-28,"80,000,000","34,400,000",I 信息技术
创业板,301002,崧盛股份,2021-06-07,"122,876,140","56,577,609",C 制造业
创业板,301003,江苏博云,2021-06-01,"99,053,333","67,556,887",C 制造业
创业板,301004,嘉益股份,2021-06-25,"104,030,000","25,000,000",C 制造业
创业板,301005,超捷股份,2021-06-01,"104,163,325","44,333,030",C 制造业
创业板,301006,迈拓股份,2021-06-07,"139,280,000","64,070,200",C 制造业
创业板,301007,德迈仕,2021-06-16,"153,340,000","123,607,750",C 制造业
创业板,301008,宏昌科技,2021-06-11,"80,000,000","24,644,000",C 制造业
创业板,301009,可靠股份,2021-06-17,"271,860,000","97,597,585",C 制造业
创业板,301010,晶雪节能,2021-06-18,"108,000,000","50,661,720",C 制造业
创业板,301011,华立科技,2021-06-17,"146,692,000","78,261,788",C 制造业
创业板,301012,扬电科技,2021-06-22,"117,600,000","75,180,000",C 制造业
创业板,301013,利和兴,2021-06-29,"233,743,056","166,392,174",C 制造业
创业板,301015,百洋医药,2021-06-30,"525,100,000","118,375,000",F 批发零售
创业板,301016,雷尔伟,2021-06-30,"120,000,000","30,000,000",C 制造业
创业板,301017,漱玉平民,2021-07-05,"405,340,000","109,300,000",F 批发零售
创业板,301018,申菱环境,2021-07-07,"264,580,024","87,190,000",C 制造业
创业板,301019,宁波色母,2021-06-28,"120,000,000","57,437,160",C 制造业
创业板,301020,密封科技,2021-07-06,"146,400,000","72,921,840",C 制造业
创业板,301021,英诺激光,2021-07-06,"151,511,482","69,961,482",C 制造业
创业板,301022,海泰科,2021-07-02,"83,200,000","40,528,933",C 制造业
创业板,301023,江南奕帆,2021-07-07,"56,000,250","23,714,668",C 制造业
创业板,301024,霍普股份,2021-07-28,"63,585,000","17,737,500",M 科研服务
创业板,301025,读客文化,2021-07-19,"400,309,400","99,204,469",R 文化传播
创业板,301026,浩通科技,2021-07-16,"113,333,334","57,234,584",C 制造业
创业板,301027,华蓝集团,2021-07-15,"148,291,400","100,527,900",M 科研服务
创业板,301028,东亚机械,2021-07-20,"378,912,000","108,093,200",C 制造业
创业板,301029,怡合达,2021-07-23,"577,869,120","297,415,771",C 制造业
创业板,301030,仕净科技,2021-07-22,"143,646,622","104,663,059",C 制造业
创业板,301031,中熔电气,2021-07-15,"66,277,427","36,501,798",C 制造业
创业板,301032,新柴股份,2021-07-22,"241,133,400","82,587,150",C 制造业
创业板,301033,迈普医学,2021-07-26,"66,062,951","37,551,070",C 制造业
创业板,301035,润丰股份,2021-07-28,"277,115,744","87,851,742",C 制造业
创业板,301036,双乐股份,2021-07-29,"100,000,000","40,331,562",C 制造业
创业板,301037,保立佳,2021-07-30,"100,420,363","28,254,825",C 制造业
创业板,301038,深水规院,2021-08-04,"171,600,000","42,900,000",M 科研服务
创业板,301039,中集车辆,2021-07-08,"1,453,680,000","725,236,525",C 制造业
创业板,301040,中环海陆,2021-08-03,"100,000,202","69,583,152",C 制造业
创业板,301041,金百泽,2021-08-11,"106,680,000","61,519,518",C 制造业
创业板,301042,安联锐视,2021-08-05,"69,359,759","42,293,009",C 制造业
创业板,301043,绿岛风,2021-08-11,"68,000,000","18,000,000",C 制造业
创业板,301045,天禄科技,2021-08-13,"103,154,344","55,320,611",C 制造业
创业板,301046,能辉科技,2021-08-17,"149,790,000","58,991,900",M 科研服务
创业板,301047,义翘神州,2021-08-16,"129,200,000","58,463,410",M 科研服务
创业板,301048,金鹰重工,2021-08-18,"533,333,400","133,333,400",C 制造业
创业板,301049,超越科技,2021-08-24,"94,253,334","25,684,034",N 公共环保
创业板,301050,雷电微力,2021-08-24,"174,240,000","133,936,460",C 制造业
创业板,301051,信濠光电,2021-08-27,"120,000,000","62,228,250",C 制造业
创业板,301052,果麦文化,2021-08-30,"72,721,217","54,663,517",R 文化传播
创业板,301053,远信工业,2021-09-01,"81,752,500","23,264,948",C 制造业
创业板,301055,张小泉,2021-09-06,"156,000,000","58,450,000",C 制造业
创业板,301056,森赫股份,2021-09-07,"266,786,667","66,696,667",C 制造业
创业板,301057,汇隆新材,2021-09-09,"118,118,438","44,320,000",C 制造业
创业板,301058,中粮科工,2021-09-09,"512,274,245","203,413,600",M 科研服务
创业板,301059,金三江,2021-09-13,"231,154,000","66,064,563",C 制造业
创业板,301060,兰卫医学,2021-09-13,"400,517,000","179,789,432",Q 卫生
创业板,301061,匠心家居,2021-09-13,"128,000,000","32,000,000",C 制造业
创业板,301062,上海艾录,2021-09-14,"400,391,800","239,317,666",C 制造业
创业板,301063,海锅股份,2021-09-24,"84,240,000","41,013,000",C 制造业
创业板,301065,本立科技,2021-09-14,"106,020,000","45,625,350",C 制造业
创业板,301066,万事利,2021-09-22,"188,352,192","72,048,580",C 制造业
创业板,301067,显盈科技,2021-09-22,"97,236,000","45,201,150",C 制造业
创业板,301068,大地海洋,2021-09-28,"84,000,000","39,646,093",C 制造业
创业板,301069,凯盛新材,2021-09-27,"420,640,000","140,440,000",C 制造业
创业板,301070,开勒股份,2021-09-23,"64,555,200","35,045,880",C 制造业
创业板,301071,力量钻石,2021-09-24,"260,272,313","131,315,817",C 制造业
创业板,301072,中捷精工,2021-09-29,"105,054,800","33,354,800",C 制造业
创业板,301073,君亭酒店,2021-09-30,"194,451,046","71,925,122",H 住宿餐饮
创业板,301075,多瑞医药,2021-09-29,"80,000,000","27,423,729",C 制造业
创业板,301076,新瀚新材,2021-10-11,"134,524,000","69,328,025",C 制造业
创业板,301077,星华新材,2021-09-30,"120,000,000","42,870,002",C 制造业
创业板,301078,孩子王,2021-10-14,"1,112,044,500","622,569,092",F 批发零售
创业板,301079,邵阳液压,2021-10-19,"109,061,334","58,367,529",C 制造业
创业板,301080,百普赛斯,2021-10-18,"120,000,000","62,845,130",M 科研服务
创业板,301081,严牌股份,2021-10-20,"204,804,000","84,384,000",C 制造业
创业板,301082,久盛电气,2021-10-27,"161,649,410","66,267,804",C 制造业
创业板,301083,百胜智能,2021-10-21,"177,866,667","54,856,834",C 制造业
创业板,301085,亚康股份,2021-10-18,"80,000,000","32,608,503",F 批发零售
创业板,301086,鸿富瀚,2021-10-20,"60,000,000","21,664,500",C 制造业
创业板,301087,可孚医疗,2021-10-25,"208,487,500","88,358,582",C 制造业
创业板,301088,戎美股份,2021-10-28,"228,000,000","55,890,592",F 批发零售
创业板,301089,拓新药业,2021-10-27,"126,000,000","78,344,292",C 制造业
创业板,301090,华润材料,2021-10-26,"1,486,358,853","221,904,983",C 制造业
创业板,301091,深城交,2021-10-29,"312,000,000","145,357,100",M 科研服务
创业板,301092,争光股份,2021-11-02,"133,333,334","42,531,734",C 制造业
